title,user,talk_type,description,icon_url,twitter_id,detail_url,talk_date,talk_site,is_adopted,video_url,slide_url
Auto-Renewable Subscriptionsの新しいオファー使ってますか？,m_orishi,15m,"2019年2月にAppleがAuto-Renewable Subscriptionsの新しいオファーである「プロモーションオファー」を公開しました。
現在登録中のユーザー、または以前登録を行っていたユーザーに対して、期間限定で割引価格を提供できるというものです。

このトークでは、既存のお試しオファーと比較を行うことで、プロモーションオファーではどのようなことができるのか？をお話しします。

また、オファーを設定する際に選択することになる
・無料トライアル
・都度払い
・前払い
の3つのオファータイプについても紹介します。",https://fortee.jp/files/iosdc-japan-2019/speaker/c6e39d32-1ff4-4fe4-aa93-912d972c8d31.jpg,m_orishi,https://fortee.jp/iosdc-japan-2019/proposal/24653016-9625-499e-abfb-1440aec3cd90,,,False,,
FirebaseからAWS環境下へ移行した際に気をつけた10のこと,Masakazu Sano,LT_R,"最近取り組んでいたプロジェクトでは、とある事情から

「FirebaseからAWS環境下のREST APIに全て乗り換えなければならない」

という大きな課題がありました。

ご存知の通り、FirebaseはmBaaSです。また本プロジェクトで採用されていたFirebase Realtime Databaseについても、ローカルデータ同期という特性上、それぞれ理想とする設計上のポイントが通常のアプリとはやや異なります。
今回の発表では、移行作業に際して、

- どのようなアプリアーキテクチャに寄せていったのか
- どのような改善を行い、またどのような改善を行わなかったのか
- 移行作業を通して、ユーザーや開発者にどのような利益をもたらしたか

という点を踏まえ、10のケースとしてご紹介します。",https://fortee.jp/files/iosdc-japan-2019/speaker/eec31ab3-d9c6-42e8-aa23-6d6cff8e641b.jpg,kz56cd,https://fortee.jp/iosdc-japan-2019/proposal/67623aa2-c222-47ad-ba54-cb143e7505e3,,,False,,
SwiftShot、SwiftStrikeを参考にAR対戦ゲームを作ろう,satoshi0212,15m,"ARKitは毎年新機能が追加され洗練され続けています。
WWDC 2018ではSwiftShot、WWDC 2019ではSwiftStrikeというAR対戦ゲームがプレイアブルデモとして紹介され、開発者にはソースも公開されています。

2つのアプリの実装を読み解き、それを参考にオリジナルのAR対戦ゲームを作る流れを解説していきます。

この発表では以下の内容について話す予定です:
- SwiftShot、SwiftStrikeの実装概要解説
- P2P通信について
- ゲーム進行について
- デモ",https://fortee.jp/files/iosdc-japan-2019/speaker/4c276844-a3e6-4afd-a1c7-568ae49478ce.jpg,shmdevelop,https://fortee.jp/iosdc-japan-2019/proposal/9ea45496-0c32-4849-9946-5609ca83caae,,,False,,
顔の検出の方法と実践,Kentaro Kawakami,LT,"カメラアプリ等では、目を大きくしたり、顔を小さくしたり、化粧をしたりと顔を加工できる事が当然となっておりますが、どのように顔の検出を行っているのでしょうか。

Appleが提供している顔の検出ができるAPIを利用して、それぞれの特徴を押さえつつ、それぞれのリアルタイムな顔認識の実装方法についてお話したいと思います。",https://fortee.jp/files/iosdc-japan-2019/speaker/23cb6a23-136d-41b1-bb18-1db0db3afbbb.jpg,Knschwarze,https://fortee.jp/iosdc-japan-2019/proposal/90367856-77ad-4efe-9b3f-a7d0693b10d2,,,False,,
Tab Bar Iconについて再考する,Yuki Takemoto,LT_R,"かつてiOSのTab Bar Iconといえばアウトラインスタイルのアイコンでしたが、iOS 11からソリッドスタイルのアイコンが使用されるようになりました。
また、普段我々が利用しているアプリでは、通常時と選択時でアウトラインとソリッドスタイルのアイコンを使い分けているものもあります。

このトークではガイドラインのもの、状態によって使い分けているものを紹介し、Tab Bar Iconについて改めて考える機会を提供します。",https://fortee.jp/files/iosdc-japan-2019/speaker/ba996d0a-e743-4d53-ac74-dc56267cb835.jpg,mottox2,https://fortee.jp/iosdc-japan-2019/proposal/25f509f0-0854-46a1-b777-fe786dc7073e,,,False,,
クロマキー合成を使い透過動画をAR空間に表示する,satoshi0212,30m,"動画を現実の風景に重ね、その一部を透過させて再生する実装について説明します。

AR(Augmented Reality)空間でシンプルに動画再生するのはそれほど難しくありません。
しかし一部透過させようとするとリアルタイム画像加工をする必要があり難易度が高まります。

表示のガタつきを抑え、一部を透過させた動画を再生するには。
60fpsかつ音声付きで再生するにはどうしたら良いのでしょうか。

クロマキーシェーダーと再生処理の工夫により実現した実装とその他Tipsを共有します。
さらにユーザ体験が向上する機能をいくつか解説します。

この発表では以下の内容について話す予定です:
- クロマキー合成シェーダーの実装
- 60fps音声付きでの透過動画のスムーズな表示
- リアルタイム配信映像の受信について
- ユーザ操作インタラクションの実装
- 現実に即した音声の聞こえ方
- 配信について",https://fortee.jp/files/iosdc-japan-2019/speaker/4c276844-a3e6-4afd-a1c7-568ae49478ce.jpg,shmdevelop,https://fortee.jp/iosdc-japan-2019/proposal/a72a546d-0f76-45d7-b423-e86dab4c9f13,,,False,,
グロースのためにプッシュ通知配信サービスを乗り換えた話,Atsuya Sato,LT,私が担当しているプロジェクトは、現在サービスの拡大を目指すフェーズに入ってきています。サービス拡大のための施策の一つとして、プッシュ通知をマーケティングにも利用できるように、今まで使っていたFirebase Cloud Messagingからより高機能なプッシュ通知配信サービスへと乗り換えることにしました。プッシュ通知配信サービスを乗り換える際にアプリ側で行った事と、乗り換えたことでできるようになったことについてお話しします。,https://fortee.jp/files/iosdc-japan-2019/speaker/38b8ed41-fd0e-4001-ba46-654205fc0c14.jpg,n_atmark,https://fortee.jp/iosdc-japan-2019/proposal/43654b16-b819-45f4-972a-8ee338d7451a,,,False,,
SwiftのABI StabilityとModule Stabilityで得られるもの・失うもの,Sho Ikeda（いけしょー）,15m,"SwiftのABI StabilityとModule Stabilityについて耳にしたことがあるでしょうか？前者は、当初はSwift 3.0で実装されると言われていたものの、度々の延期の末、ついにSwift 5.0で実現された機能です。後者についてはSwift 5.1で実現される機能ですが、あまり聞いたことがない方も多いかもしれません。

どちらか、もしくは両方を聞いた事がある方は多いかもしれませんが、その機能・実現する事の違いはまだ広く理解されていないように思います。本トークでは以下のトピックについて扱い、ABI StabilityとModule Stabilityへの理解を深めること、自分のプロジェクトでどのように対応すればよいのかを少しでも把握できること、そしてこれらの機能から恩恵を受ける開発者を増やすことを目指します。

- ABI StabilityとModule Stabilityの違い
  - ABI Stabilityとは何か
  - Module Stabilityとは何か
- ABI Stabilityによって得られるもの・失うもの
- Module Stabilityによって得られるもの・失うもの

一部ネタバレになってしまいますが、予習資料としてSwift.orgのブログ記事をご紹介しておきます: https://swift.org/blog/abi-stability-and-more/",https://fortee.jp/files/iosdc-japan-2019/speaker/b7b8c4f3-0727-4883-b0e0-bf056cb6d5f8.jpg,ikesyo,https://fortee.jp/iosdc-japan-2019/proposal/c6f76da0-8f1e-4707-811e-386c57b51d59,,,False,,
AVFoundationで動画編集を極める！,imk2o,30m,"Appleは古くから AVFoundation という素晴らしい SDK を提供しています。
AVFoundationは多くの機能を提供していますが、このトークでは「動画編集」にフォーカスします。
上手く使えば、iMovie や Final Cut Pro に匹敵する動画編集アプリを作ることも不可能ではありません。

が、「知見が少なく」「罠がたくさん」なシロモノでもあります...
軽い気持ちで手出ししたり、工数を見積もると大変な🙄にあいますよ！！

しかし私はそこを乗り越え、個人で動画合成アプリをリリースしてきました。
知りたくないですか？
あの「じゃじゃ馬SDKと❤になった」手の内を！

トークではまずAVAssetExportSessionを使った動画合成の基本について説明し、
Custom Video Compositorでカスタムトランジションの実装方法を紹介します。
Core Imageも大活躍しますよ！",https://fortee.jp/files/iosdc-japan-2019/speaker/89954edd-6be7-4281-a407-4a3bbee3a047.jpg,imk2o,https://fortee.jp/iosdc-japan-2019/proposal/1a856575-7b06-4d78-bdef-1ced525142f8,,,False,,
UI as Code,koyachi,15m,"iOSにもSwift UIが導入され宣言的UIプログラミングが注目を浴びています。iOS, Androidを含むマルチプラットフォーム開発をサポートするFlutterでは初期から宣言的UI開発が可能で、最近のDartへの機能追加でも宣言的UI開発をサポートする機能が含まれています。本トークではFlutterの宣言的UI開発周辺を紹介します。

- Flutterでの宣言的UIプログラミングの基本
- Dart開発チームが調査した(主にDartにおける)宣言的UIコードの問題点
- 宣言的UIプログラミングに関する最近のDartへの機能追加",https://fortee.jp/files/iosdc-japan-2019/speaker/a1cbcbe9-960a-4d2f-b0d2-fb534ffae9e6.jpeg,koyachi,https://fortee.jp/iosdc-japan-2019/proposal/0c96033b-1b98-4e9e-ad50-97b10c0d4116,,,False,,
カスタムInstrumentsでアプリをピカピカに！,行木 千春,15m,"Instrumentsといえば、「リーク検出などに便利なのは知っているけれど、とにかく重くてまともに動かない...」なんて印象を持たれている方もいるのではないでしょうか。実はXcodeの進化の陰で、Instrumentsも10から生まれ変わったようにパフォーマンスが向上し、できることが増えました。

特にカスタムInstrumentsはとても強力です。
アプリに機能を実装し、UIが良い感じに動いているのを確認し、リリースしてみたら...ログがうまく送れていなかったり、必要以上にAPIを叩いてしまっているのが発覚、なんて経験はありませんか？カスタムInstrumentsを作ってアプリ内のイベントを可視化すれば、こうした問題も一目瞭然です！
また、見たい処理だけにフォーカスすればパフォーマンスのネックも見つけやすく、高速化にも役立つでしょう。

本トークではカスタムInstrumentsの作り方について詳しく解説します。
ちょっぴり癖はあるけれど、意外と簡単に作れますよ！あなたのアプリ専用のカスタムInstrumentsを作って、アプリをピカピカにしちゃいましょう！",https://fortee.jp/files/iosdc-japan-2019/speaker/452c773d-1a39-4ed7-b4cc-24ddc7fe439c.jpg,Ridwy,https://fortee.jp/iosdc-japan-2019/proposal/024565ae-f840-4c26-a846-6daaf9c5ec24,,,False,,
心地よいDebug環境でDXを最大化しよう,kotobuki,LT_R,"Debugはいつも開発者の仲間。
ユーザーに直接関係はないですが、良いDebug体験を整えることで開発も気持ちよくなり、ユーザーに高速で価値を届けることにつながります。

このトークでは、DX（デベロッパーエクスペリエンス）を最大化するためにアプリ内に実装した、様々なデバッグメニューや便利機能を紹介していきます。

具体的には以下の機能をもったデバッグメニューについてご紹介します。
・API環境を切り替える
・広告
・アプリ内コンテンツの言語設定を切り替える
・データをリセットする",https://fortee.jp/files/iosdc-japan-2019/speaker/afeee364-a1fb-4f04-b38d-cba3d7b2779b.jpg,Engyokun,https://fortee.jp/iosdc-japan-2019/proposal/85196fd0-b5c1-422d-b016-634f5ab0b534,,,False,,
垂直立ち上げ 〜新人をひと月で最低限戦えるようにする方法〜,kouhei takamatsu,15m,"エンジニアになるために必要な知識は多岐にわたります。
iOSアプリ開発だけをとっても、言語の知識から(必要なら)HTTP通信の知識まで、枚挙に暇がありません。
けれど、エンジニアとして現場に出るためにそれらすべての知識を完璧に持っていいなければならないかと言うと、そうではありません。
もしそうならば、いつまで経っても現場に出ることはできないでしょう。

昨年、僕は一人の新人をメンティとして持っていました。
そして、詳しくは省きますが、iOS未経験の彼を一ヶ月でチーム開発に入ることのできるエンジニアに仕上げなければならない状況になってしまいました。

一ヶ月で学ぶことができることは限られています。
彼を今チームにいる人達と同じレベルに引き上げることは無理でしょう。
学ぶべき知識のうち、何を捨てるかを考えなければいけません。

このセッションでは、新人を一ヶ月で立ち上げたときに実際行ったことと、どのような知識を選択したかをお話します。
メンティを一ヶ月で立ち上げなければならない人、立ち上がらなければならない人、また、普通に初学者の人にも参考になるかもしれません。",https://fortee.jp/files/iosdc-japan-2019/speaker/c3976ae0-4987-4472-a815-afd753857d44.gif,gaopin1534,https://fortee.jp/iosdc-japan-2019/proposal/b5c82071-0db6-4811-8a92-cb2527a246c4,,,False,,
Airshipを導入してスピード感あるマーケティング施策を行いやすくした話,福尾幸太郎,LT_R,"みなさんはアプリをグロースしていく中で
以下のようなことをやりたいと思ったことはないでしょうか？

・ユーザのあるイベントにフックして訴求ポップアップ画面を出したい
・ユーザがある状態のときアナウンス画面を出したい
・端末がある条件にマッチしたユーザにのみPush通知やポップアップ画面を出したい

しかし、都度開発者がその画面や機構を実装し、マーケティングチームとコミュニケーションを取り施策を進めていくのは大変ではないでしょうか？

もし開発者を含めず、マーケティングチームがPush通知やポップアップ画面を出すことができたらどれだけ効率が良いでしょうか？

本トークではアプリのグロースツールである「Airship」を導入し、開発者を挟まずスピード感ある施策が打てるようになったお話をします。",https://fortee.jp/files/iosdc-japan-2019/speaker/ac3c9f65-a1b4-410d-8928-6cba4b9aed24.jpg,haptaro,https://fortee.jp/iosdc-japan-2019/proposal/18ac6e56-f7c7-4dc6-81ac-af96689422d2,,,False,,
スケール可能なアプリケーションにするための技術とSRE for iOS Application,こりん,30m,"昨年4月は4人で開発していたアプリケーションが今年の夏には8人ほどで開発することになりそうです。

開発者の人数が増えた場合でもスピードを落とさず、より多くのユーザーに利用してもらうために機能開発を簡単な状態にしておくことは、必要不可欠です。そのために具体的にどのようなことを行っていった取り組みについて話したいと思います。

さらに人数が増えてもアプリケーションの信頼性を制御する必要があり、その考え方のベースとしてSREを取り入れていく予定です。
SRE(Site Reliability Engineering)とはGoogleが提唱したシステムの管理とサービス運用の方法論です。
一般的にはバックエンドやインフラにたいして用いられる用語ですが、モバイルエンジニアとしてもアプリケーションの信頼性を制御する必要性があると思います。そのSREの概念とモバイルエンジニアとしてどのように信頼性を制御する手段があるかについても話したいと思います。

概要
# 誰でも速く簡単に機能開発できるように
- リアーキテクチャとその進め方について
- リードタイムの減少やビルド時間の高速化
- CI/CDや自動化
- テストカバレッジ向上とその推進方法
# 安全に開発するための信頼性の制御について
- SREとは
- SRE for iOS Applicationの重要性
- 信頼性の制御と今後の展望",https://fortee.jp/files/iosdc-japan-2019/speaker/d6a285c0-22a2-4452-8c66-6753c6988244.jpg,corin8823,https://fortee.jp/iosdc-japan-2019/proposal/77c9bdb6-d3dd-4a29-adf0-a8d549169a3f,,,False,,
Airshipを導入してスピード感あるマーケティング施策を行いやすくした話,福尾幸太郎,LT,"みなさんはアプリをグロースしていく中で
以下のようなことをやりたいと思ったことはないでしょうか？

・ユーザのあるイベントにフックして訴求ポップアップ画面を出したい
・ユーザがある状態のときアナウンス画面を出したい
・端末がある条件にマッチしたユーザにのみPush通知やポップアップ画面を出したい

しかし、都度開発者がその画面や機構を実装し、マーケティングチームとコミュニケーションを取り施策を進めていくのは大変ではないでしょうか？

もし開発者を含めず、マーケティングチームがPush通知やポップアップ画面を出すことができたらどれだけ効率が良いでしょうか？

本トークではアプリのグロースツールである「Airship」を導入し、開発者を挟まずスピード感ある施策が打てるようになったお話をします。",https://fortee.jp/files/iosdc-japan-2019/speaker/ac3c9f65-a1b4-410d-8928-6cba4b9aed24.jpg,haptaro,https://fortee.jp/iosdc-japan-2019/proposal/5b73cf37-e167-4e0d-8c50-ab3ac90f45ed,,,False,,
iOSエンジニアのためのGraphQL入門 ,tsukagoshi keisuke,30m,急速に進化しているソフトウェアエコシステムの中で、GraphQLとServerlessの2つの技術が際立って注目されています。フロントエンドでは、GraphQL型システムによる堅牢性はもちろんのこと、APIを利用するうえで全く新しい体験を得ることができます。一方、バックエンドではServerless によってランタイムの管理をサービスに任せることができ、インフラを意識することなく開発にフォーカスできるようになりました。 GraphQL と Serverless の概念をわかりやすく説明し、iOSエンジニアの課題をいかに解決するかを解説します。,https://fortee.jp/files/iosdc-japan-2019/speaker/f3e398db-1c0d-4483-a84f-c18ce56809ba.jpg,ktsukago,https://fortee.jp/iosdc-japan-2019/proposal/2ae88007-c510-4ebb-928d-c3b2fed6aaaa,,,False,,
スケール可能なアプリケーションにするための技術,こりん,15m,"昨年4月時には4人で開発していたアプリケーションが今年の夏には8人ほどで開発することになりそうです。

開発者の人数が増えた場合でもスピードを落とさず、より多くのユーザーに利用してもらうための機能開発を簡単にできるような状態にしておくことは、必要不可欠です。そのために具体的にどのようなことを行っていったか赤裸々に話したいと思います。

概要
- 誰でも速く簡単に機能開発できるように
- リアーキテクチャとその進め方について
- リードタイムの減少やビルド時間の高速化
- CI/CDや自動化
- テストカバレッジ向上とその推進方法",https://fortee.jp/files/iosdc-japan-2019/speaker/d6a285c0-22a2-4452-8c66-6753c6988244.jpg,corin8823,https://fortee.jp/iosdc-japan-2019/proposal/35c12e83-5730-42ab-8eff-8ba33635df4e,,,False,,
HomeKitでテレビを操作しよう,所友太,LT,ブラビアなどのテレビが2019年内にHomeKitに対応予定となっています。iOSDCまでにそれが正式発表されれば、その内容を実際に購入したテレビとの連携を含め、LTで紹介させていただきます。間に合わなければ、発表されたらどうなる？という予想と、現状つなぎとしてできることを紹介いたします。,https://fortee.jp/files/iosdc-japan-2019/speaker/2d8721c3-4a04-40e3-ac84-ed0893d97f68.jpg,tokorom,https://fortee.jp/iosdc-japan-2019/proposal/447be995-dcff-45c0-a9c3-5b61be96a91b,,,False,,
WWDC を有益なものにするために。例え銃声が聞こえても,akkey,LT,"初海外＆初 WWDC 参加という経験から学んだ「WWDC 参加の心得」を包み隠さず全てお話します。
ラボの会場を間違え、ボロボロの英語で必死に質問するも、伝わるはずがないというドン底から急展開！多くの学びを得ることができました。が、しかし、帰宅後のホテルにやってきたのは見上げるほど高身長の警官２人でした。
こんな波瀾万丈なストーリーと共に、皆さんにも今後の WWDC 参加の極意を提供できたらと思います。",https://fortee.jp/files/iosdc-japan-2019/speaker/3910fe9b-0da0-46f5-a083-4492fea2e3c4.jpg,AkkeyLab,https://fortee.jp/iosdc-japan-2019/proposal/8e5f9769-0f54-4424-871c-de82b23becde,,,False,,
6万行を超えるプロダクトを少人数でSwift化するには,kojikoji,15m,"Swift が WWDC 2014 で発表されてから早くも5年が経ちました。 しかし、いまだに Objective-C を触らなければならない方もいらっしゃると思います。
私もその1人です。

携わるプロダクトはコード数が6万行を超える7年ものプロダクトで、リリース当初はもちろん Pure Objective-C でした。 そのため、日々、機能開発と両立しながら Swift 化に取り組み続けてきました。
iOSエンジニアの数は常に 3人前後で決して多くない状況の中、今では Swift の割合が 80% を超え、ほぼ Pure (?) Swift と言えるほどにまでなりました。

このトークでは、こういった状況の中、どのようにして Swift 化を推進し、どのような方法で進めてきたのかついてお話しします。",https://fortee.jp/files/iosdc-japan-2019/speaker/c9c4013b-fac8-44ca-a0df-a4fbdf1ca18f.jpg,komaji504,https://fortee.jp/iosdc-japan-2019/proposal/2df5bcf3-d8cf-4098-9615-d7604ca20713,,,False,,
SRE for iOS Application,こりん,LT,"SRE(Site Reliability Engineering)はGoogleが提唱したシステムの管理とサービス運用の方法論です。

一般的にはバックエンドやインフラにたいして用いられる用語ですが、モバイルエンジニアとしてもアプリケーションの信頼性を制御する必要性があると思います。

そのSREの概念とモバイルエンジニアとしてどのように信頼性を制御する手段ががあるかについて話したいと思います。

概要
- SREとは
- SRE for iOS Applicationの重要性
- モバイルエンジニアができそうな信頼性の制御",https://fortee.jp/files/iosdc-japan-2019/speaker/d6a285c0-22a2-4452-8c66-6753c6988244.jpg,corin8823,https://fortee.jp/iosdc-japan-2019/proposal/e6a0f894-4c09-49e3-9acd-8d6130f787c7,,,False,,
モバイルアプリのチーム開発におけるあんちょこを作って速な開発をする,kojikoji,15m,"チーム開発におけるやり方は一つではありません。チーム、プロダクトの置かれる状況によっても様々です。

私が携わるプロダクトは、2012年から運用されている歴史あるプロダクトで、開発メンバーだけでも20名以上おり、同じ職種の中でもスキルセット、経験等はもちろんバラバラです。
 こういった状況で開発していく中で、コミュニケーションや開発プロセスといった様々な部分で課題を持つようになり、これらの課題を解決して速のある開発をするために、モバイルアプリ開発のあんちょこを作りました。

このトークでは、あんちょこを作るに至った経緯と、具体的にどういったものをあんちょことして定め、それによってどういう変化があったかについてお話しします。",https://fortee.jp/files/iosdc-japan-2019/speaker/c9c4013b-fac8-44ca-a0df-a4fbdf1ca18f.jpg,komaji504,https://fortee.jp/iosdc-japan-2019/proposal/9d7db514-d3a4-4a8f-b6ef-ed2e174674ae,,,False,,
HomeKit再入門,所友太,15m,"iOS 11 Programming https://peaks.cc/books/iOS11で「第12章 HomeKit入門」を執筆した著者によるHomeKit再入門。

過去のiOSDCでもHomeKitがっつりなトークはなかったと思いますので、入門から最新の話題までを３０分に凝縮して紹介できればと思います。
HomeKit対応予定のテレビも購入しましたので、その内容がiOSDCまでに発表されればテレビ連携も内容に含めます。
実際に自宅やオフィスに設置して試した製品の紹介や、HomeKitに対応していない製品をHomebridgeでHomeKit対応させる方法も紹介いたします。",https://fortee.jp/files/iosdc-japan-2019/speaker/2d8721c3-4a04-40e3-ac84-ed0893d97f68.jpg,tokorom,https://fortee.jp/iosdc-japan-2019/proposal/72234163-b61e-4fb5-bf81-574632ea9a07,,,False,,
GitLabRunnerで始める自前CI環境,i.terasaka,LT_R,"みなさんCI環境はどうされていますか？

最近ではBitriseを使う方が多くなってきていますね！

弊社ではコード管理をGitLabで行なっているため、
GitLabRunnerをiMacで動かしてCI環境を構築しています。

・CIサービス使いたいけどお金かかるから...
・弊社はGitLabじゃないけどBamboo使ってRunner回してる！

などといった方に参考となるお話をさせていただきたいです。

・GitLabRunnerでどんな風にCIを回しているのか
　・マージリクエストを出したらテストが回る
　・ボタンポチで環境ごとにDeployGate配信
　・Releaseタスクではappstoreconnectへのアップロードを自動化
　など
・どういう設定しているか、.gitlab-ci.ymlを一部公開
・自前CIのつらみ",https://fortee.jp/files/iosdc-japan-2019/speaker/007904f1-08d4-421e-a3d2-209a18af37b0.jpg,ikichiemon,https://fortee.jp/iosdc-japan-2019/proposal/9c0a9bd4-eff2-414f-89d1-28416136dba5,,,False,,
マイクロインタラクションのA/Bテストでサービス改善に挑んだ話,"HANYU, Koji",LT,"過去のiOSDCなどでも発表があったように、マイクロインタラクションの追加によりユーザ体験の改善が期待される。
本LTではリリース済みアプリにおいてマイクロインタラクションのA/Bテストを行った結果をもとに、
得られた具体的な効果、およびA/Bテスト可能なマイクロインタラクションの設計・実装方法を共有する。",https://fortee.jp/files/iosdc-japan-2019/speaker/a1f75edd-7dc9-45e1-963f-52c2f33051e2.jpg,gaussbeam,https://fortee.jp/iosdc-japan-2019/proposal/471c95e8-7afa-46a0-8cc4-a1492e1e8000,,,False,,
Swift for TensorFlowの可能性,細田大志,LT_R,"Swift for TensorFloはSwift で書かれた単なる TensorFlow API ラッパーではありません。
Swift for TensorFlowはSwift にコンパイラと言語拡張を追加することによって、機械学習のデベロッパーや研究者にファーストクラスのユーザー エクスペリエンスを提供するものです。

このトークでは他の機械学習フレームワークの課題をSwift for TensorFlowがどのように解決しているのか、どのようなプロジェクトなのかを説明します。",https://fortee.jp/files/iosdc-japan-2019/speaker/bebe6eb6-0ba4-4f5c-a32d-efdab944bd50.jpg,Bigamition,https://fortee.jp/iosdc-japan-2019/proposal/6d510582-11aa-4309-883d-cdc6071a5ba7,,,False,,
URLSession Essentials,Yutaro Muta,15m,"我々が普段作り、普段使用しているアプリでは、アプリケーション外とのネットワーク通信を行うことが要件の一つであるものが大多数でしょう。多くの場合、その通信のためにサードパーティライブラリが導入されますが、果たしてそのライブラリは本当に必要でしょうか？
iOS上でネットワーク通信をするために、一から煩雑な実装を用意する必要があったのは、もはや過去の話。iOSを始めとするAppleプラットフォームには、URLSessionという素晴らしく強力なFoundationクラスが用意されています。 (サードパーティライブラリも、このURLSessionをベースとするものがほとんどですが。) 
URLSessionはベーシックなアプリを作るには十分な機能を持っていますし、多くの場面での応用的な要件もクリアできる非常に優秀なクラスです。あえてURLSessionから実装することは、車輪の再発明だと言われるかもしれません。しかし、サードパーティライブラリを導入、アップデートに追従することと車輪の再発明は時にトレードオフになると考えます。URLSessionの本質を理解できれば、アプリケーション毎の要件にあった最小のテンプレートを導出することができるようになり、サードパーティライブラリを導入するべきかの見極めも可能になるでしょう。
このトークでは、以下のトピックで進め、URLSessionの大枠を理解し、要件にあった最小実装を考えていきます。

- URLSessionでできること
    - HTTPを始めとした各種プロトコルについて
- 前任といえるURLConnectionとの比較
- 要件に合った最小テンプレートを考える
- サードパーティライブラリが必要になる場面を見極める
- まとめ",https://fortee.jp/files/iosdc-japan-2019/speaker/d54de9ae-098b-4ade-bc92-cd7680b6a880.jpg,yutailang0119,https://fortee.jp/iosdc-japan-2019/proposal/268de6e2-8a33-4535-95c6-90f05be34ba6,,,False,,
令和の時代、Apple WatchとwatchOSアプリが熱くなる！その話をしようじゃないか！,takashings,30m,"2015年、Appleの新しいデバイス：Apple Watchが発売されました。
これまでになかったウェアラブルデバイスに世界は熱狂しました。

時は流れ、Apple Watch向けのアプリは一過性のものや、作られたもののサポートを切られてしまうものもあり、現在は下火状態となっています。

その一方でApple Watchは運動・健康をサポートするものから、生活をサポートするものへと変化していることをご存じでしょうか。
例えば、iOS12からの新機能であるスクリーンタイムを用いたデジタルデトックスや同じくSiri、iOS12から導入されたSiri shortcutsはApple Watchとの相性がとても良いということはあまり知られていません。

Apple Watchの発表から4年の月日が流れようとしている今、令和の時代はApple Watch及びwatchOSアプリの重要性が非常に高まると考えています。
この変化期の中でApple Watchと下火状態となっているApple Watchアプリがこれからどうなっていくのかをお話しします。

これまでとこれからのApple Watch及びアプリの話に加え前項を踏まえた上でサンプルアプリを例にして実際にどのようにアプリに導入していくのを見ていきます。

# アジェンダ（予定）
## これまでとこれからのApple Watch及びwatchOSアプリの話
- watchOSの優位性
- なぜ令和の時代にApple WatchとwatchOSアプリが求められるのか
- どのようなwatchOSアプリを作るべきか

## watchOSアプリの導入
- watchOSアプリの仕組み
- 実際にwatchOSアプリを作ってみましょう
- 開発するときに注意すべきところ",https://fortee.jp/files/iosdc-japan-2019/speaker/b9d8ed7c-6a9f-4b8a-a486-cdc5037ff166.jpg,takashings,https://fortee.jp/iosdc-japan-2019/proposal/d88df401-0030-4728-a433-b3dc831899b5,,,False,,
Eightのレビューカルチャーを紹介します,アマゾネスいけばた,LT_R,"EightでiOSアプリを開発しているアマゾネスです。
みなさん、レビューしてますか？
私はEightに入るまで、レビュー文化がほとんどない現場で仕事をしていました。
Eightに入って、レビューをしなくちゃいけない環境になったのですが、初めはとにかく苦痛でした。
どうコメントすればいいかわからない、自分のコード見られるの恥ずかしい、そしてLGTMとは..？
そんな私が今では、「このレビュー文化、もはや福利厚生では？」と日々歓喜しています。
どういった観点でレビューしているのか、コメントの付けるときに気をつけていること、心持ちなどを紹介したいと思います。",https://fortee.jp/files/iosdc-japan-2019/speaker/ee9b7860-6df2-4b04-9afb-300ed408eead.jpg,k191k,https://fortee.jp/iosdc-japan-2019/proposal/ada0b0ac-7ff0-4465-ab94-288b88c878fd,,,False,,
令和の時代、Apple WatchとwatchOSアプリが熱くなる！その話をしようじゃないか！,takashings,15m,"2015年、Appleの新しいデバイス：Apple Watchが発売されました。
これまでになかったウェアラブルデバイスに世界は熱狂しました。

時は流れ、Apple Watch向けのアプリは一過性のものや、作られたもののサポートを切られてしまうものもあり、現在は下火状態となっています。

その一方でApple Watchは運動・健康をサポートするものから、生活をサポートするものへと変化していることをご存じでしょうか。
例えば、iOS12からの新機能であるスクリーンタイムを用いたデジタルデトックスや同じくSiri、iOS12から導入されたSiri shortcutsはApple Watchとの相性がとても良いということはあまり知られていません。

Apple Watchの発表から4年の月日が流れようとしている今、令和の時代はApple Watch及びwatchOSアプリの重要性が非常に高まると考えています。
この変化期の中でApple Watchと下火状態となっているApple Watchアプリがこれからどうなっていくのかをお話しします。

# アジェンダ（予定）
- watchOSの優位性
- なぜ令和の時代にApple WatchとwatchOSアプリが求められるのか
- どのようなwatchOSアプリを作るべきか",https://fortee.jp/files/iosdc-japan-2019/speaker/b9d8ed7c-6a9f-4b8a-a486-cdc5037ff166.jpg,takashings,https://fortee.jp/iosdc-japan-2019/proposal/c5450074-01fe-465d-a643-1b046300e51f,,,False,,
